gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
5830313004	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/268530002	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		ES		Andalucía	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.723441	-3.727674							2025-04-04T10:26:59	4	4	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	268530002		Daniel Gomes	2025-04-04T11:50:03	CC_BY_4_0	Daniel Gomes	Daniel Gomes			2025-10-27T22:43:21.342Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5828231152	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/312292075	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.197898	5.361516	48.0						2025-09-07T15:44	7	9	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	312292075		Sylvain Le Bris	2025-09-07T20:39:07	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-27T23:55:16.241Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5828071786	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/311901272	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.328484	5.044944	50.0						2016-06-25T10:57	25	6	2016	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	311901272		Daniel PAVON	2025-09-06T12:25:19	CC_BY_NC_4_0	Daniel PAVON	Daniel PAVON			2025-10-27T22:52:26.971Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5794016245	c128ef59-227f-454a-b092-1f4765232ade	IFREMER / LERLR-LABO ENVIRONNEMENT RESSOURCES LANG_QUADRIGE - Coastal monitoring database and product_851	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR	37087312_BIO_CoastalLagoon		PRESENT		2089ce96-4fb5-4a20-999c-3ccf45a27a4d	43.4338	3.66154							2017-06-14	14	6	2017	5824863	5824863	OCCURRENCE	IFREMER / LERLR-LABO ENVIRONNEMENT RESSOURCES LANGUEDOC-ROUSSILLON (537);Ifremer / VIGIES (Information Valuation Service for Integrated Management and Monitoring) (1838)		IFREMER / LERLR-LABO ENVIRONNEMENT RESSOURCES LANG_QUADRIGE - Coastal monitoring database and product_851				CC_BY_4_0					2025-10-08T05:21:03.210Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID
5794015388	c128ef59-227f-454a-b092-1f4765232ade	IFREMER / LERLR-LABO ENVIRONNEMENT RESSOURCES LANG_QUADRIGE - Coastal monitoring database and product_520	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR	37089367_BIO_CoastalLagoon		PRESENT		2089ce96-4fb5-4a20-999c-3ccf45a27a4d	43.51598	3.88587							2017-07-04	4	7	2017	5824863	5824863	OCCURRENCE	IFREMER / LERLR-LABO ENVIRONNEMENT RESSOURCES LANGUEDOC-ROUSSILLON (537);Ifremer / VIGIES (Information Valuation Service for Integrated Management and Monitoring) (1838)		IFREMER / LERLR-LABO ENVIRONNEMENT RESSOURCES LANG_QUADRIGE - Coastal monitoring database and product_520				CC_BY_4_0					2025-10-08T05:21:02.541Z		GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES;REFERENCES_URI_INVALID
5776059766	da6b7fa1-a8c4-4afb-bcfc-2836a1e85f81	60e5bd40e08750aaa38660620030_60620030_495597_f71f47147a	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR	105-P-178 - PRW 1 - Coastal Lagoon Biology_37089367_BIO_CoastalLagoon		PRESENT		2089ce96-4fb5-4a20-999c-3ccf45a27a4d	43.515976	3.885874	0.01						2017-07-04T00:00	4	7	2017	5824863	5824863	OCCURRENCE		QUADRIGE - Coastal monitoring database and products, 1974 onwards. (6064)	60e5bd40e08750aaa38660620030_60620030_495597_f71f47147a				CC_BY_4_0					2025-10-07T17:26:39.031Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;COUNTRY_DERIVED_FROM_COORDINATES;CONTINENT_DERIVED_FROM_COORDINATES
5760935564	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/309920143	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		ES		Galicia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	42.112703	-8.836839							2025-08-29T12:08:06	29	8	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	309920143		César Capinha	2025-08-29T10:08:50	CC_BY_NC_4_0	César Capinha	César Capinha			2025-10-28T00:54:07.079Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5759902945	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/307725701	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		PT		Azores	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.845583	-25.146923	9.0						2025-08-20T12:31:03Z	20	8	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	307725701		xavialonze	2025-08-20T12:34:38	CC_BY_NC_4_0	xavialonze	xavialonze			2025-10-27T23:54:21.173Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5293120168	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/293892070	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		DZ		Algiers	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.792946	3.32618	28505.0						2025-06-12T16:47:16	12	6	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	293892070		Karim Haddad	2025-06-29T22:48:10	CC_BY_4_0	Karim Haddad	Karim Haddad			2025-10-27T22:48:03.823Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5293004614	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/306319430	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.1851	5.389419	53.0						2025-08-13T22:26	13	8	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	306319430		Sylvain Le Bris	2025-08-14T19:25:54	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-27T22:43:42.605Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5292986921	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/289613360	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.17724	5.370257	31.0						2025-06-14T15:39	14	6	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	289613360		Sylvain Le Bris	2025-06-14T19:34:21	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-27T22:40:37.057Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5292950982	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/278759093	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.186212	5.391687	34.0						2025-05-01T16:00	1	5	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	278759093		Sylvain Le Bris	2025-05-05T15:50:01	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-28T00:47:58.111Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5292934637	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/307343910	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.207354	5.337994	53.0						2025-08-17T10:09	17	8	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	307343910		Sylvain Le Bris	2025-08-18T19:26:15	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-27T23:54:16.197Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5292853127	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/305822483	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.190598	5.381852	66.0						2025-08-09T22:52	9	8	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	305822483		Sylvain Le Bris	2025-08-12T17:46:49	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-28T00:53:14.934Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5292497367	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/305227705	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.210442	5.332296	67.0						2025-08-09T11:45	9	8	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	305227705		Sylvain Le Bris	2025-08-10T13:20:12	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-27T23:53:49.872Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5292357386	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/305227702	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.210442	5.332296	67.0						2025-08-09T11:44	9	8	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	305227702		Sylvain Le Bris	2025-08-10T13:20:12	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-27T23:53:48.232Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5292093461	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/267378401	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.211283	5.352117	110.0						2025-03-27T19:51	27	3	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	267378401		Sylvain Le Bris	2025-03-28T18:00:56	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-27T22:35:42.254Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5282550430	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/303813794	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		FR		Provence-Alpes-Côte d'Azur	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.188677	5.385868	107.0						2025-08-02T14:57	2	8	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	303813794		Sylvain Le Bris	2025-08-04T20:57:45	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-28T00:53:00.233Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5282419744	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/303945956	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		ES		Andalucía	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.596474	-4.519769	4000.0						2025-08-05T08:22	5	8	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	303945956		Canto de Gea	2025-08-05T10:49:46	CC_BY_NC_4_0	Canto de Gea	Canto de Gea			2025-10-28T00:04:33.224Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5230494476	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/216314921	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		PT		Faro	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.010083	-8.925923	761.0						2024-05-09T10:36	9	5	2024	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	216314921		annaturalisticmess	2024-05-17T14:49:45	CC_BY_NC_4_0	annaturalisticmess	annaturalisticmess			2025-10-27T23:47:48.814Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
5230475758	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/297525072	Chromista	Ochrophyta	Phaeophyceae	Dictyotales	Dictyotaceae	Rugulopteryx	Rugulopteryx okamurae		SPECIES	Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009	Rugulopteryx okamurae		ES		País Vasco	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	43.384703	-1.792131	94.0						2025-07-07T14:46	7	7	2025	5824863	5824863	HUMAN_OBSERVATION	iNaturalist	Observations	297525072		Sylvain Le Bris	2025-07-13T08:27:48	CC_BY_NC_4_0	Sylvain Le Bris	Sylvain Le Bris			2025-10-28T00:51:40.824Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
